USER_ID,ORDER_ID,PURCHASE_TS,SHIP_TS,REFUND_TS,PRODUCT_NAME,PRODUCT_ID,USD_PRICE,PURCHASE_PLATFORM,MARKETING_CHANNEL,ACCOUNT_CREATION_METHOD,COUNTRY_CODE,,
c800b6c5,3b2184fde3f84592,8/20/2020,8/21/2020,,Nintendo Switch,8d0d,160.61,website,direct,desktop,DE,,
422a687a,3b24fd6b5c129855,2/18/2020,2/19/2020,2/11/2022,27in 4K gaming monitor,891b,484.89,website,direct,desktop,GB,,
69e74b15,3b29a16041e45717,7/28/2020,7/29/2020,,27in 4K gaming monitor,891b,425.71,website,direct,desktop,US,,
ec882147,3b2f69763d799932,2/23/2020,2/24/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
872ca250,3b33152d30657484,2/13/2020,2/16/2020,,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,desktop,US,,
e93a8604,3b33ae47f3998516,9/22/2020,9/25/2020,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
4014f7a2,3b34b8cd27b29034,12/18/2020,12/21/2020,,27in 4K gaming monitor,e7e6,490.89,website,direct,desktop,GB,,
cbe5d57f,3b36f9b08e786160,5/27/2019,5/30/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
e662d153,3b4318ec49e97315,6/4/2019,6/7/2019,,Nintendo Switch,8d0d,130.39,website,direct,desktop,ES,,
20b606bc,3b47477794016334,11/20/2020,11/23/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
801ba46e,3b484f21f6454710,5/11/2019,5/13/2019,,Nintendo Switch,8e5d,170.12,mobile app,email,mobile,KR,,
efc0dd36,3b53be63dcc101290,12/26/2019,12/28/2019,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
efc0dd36,3b53be63dcc101291,12/26/2019,12/28/2019,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
81ebbe17,3b55f13b8a755414,9/21/2020,9/22/2020,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
81ebbe17,3b55f13b8a755415,9/21/2020,9/22/2020,,Nintendo Switch,8d0d,142.8,website,direct,desktop,US,,
c63ced90,3b59172f2e883870,10/8/2019,10/9/2019,,JBL Quantum 100 Gaming Headset,ab0f,23.97,website,email,mobile,GB,,
ac62c71f,3b5a147b3f973037,10/16/2019,10/19/2019,9/6/2021,Nintendo Switch,8d0d,168,website,direct,desktop,NZ,,
43485621,3b5bee040051140,8/8/2020,8/11/2020,,Nintendo Switch,e682,135.11,website,direct,desktop,SG,,
897d2df9,3b607be051858382,11/23/2019,11/24/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
3383c0a4,3b64daeac2c23901,9/20/2020,9/22/2020,5/12/2025,Nintendo Switch,e682,168,website,direct,desktop,US,,
3383c0a4,3b64daeac2c23902,9/20/2020,9/22/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
69b4ce6d,3b6d07be1bb45627,3/28/2020,3/30/2020,,Nintendo Switch,8d0d,134.4,website,direct,desktop,US,,
448c6395,3b6dbca6ad830815,6/12/2019,6/13/2019,,Nintendo Switch,8e5d,167.26,mobile app,email,mobile,US,,
c2455d5e,3b6e8d7a32482235,10/11/2020,10/14/2020,11/18/2022,Nintendo Switch,e682,144.17,website,email,desktop,AU,,
09edbc36,3b737233b697080,11/27/2020,11/29/2020,12/7/2022,Nintendo Switch,e682,168,website,direct,desktop,CO,,
277a1a46,3b779104b2218988,12/22/2020,12/23/2020,12/24/2022,Nintendo Switch,e682,168,website,direct,desktop,US,,
277a1a46,3b779104b2218990,12/22/2020,12/23/2020,12/24/2022,Nintendo Switch,e682,168,website,direct,desktop,US,,
6177346d,3b7a4f0542c42353,8/8/2019,8/9/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,CO,,
5cf10c23,3b7db39a7d440554,4/7/2020,4/9/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
82cf5494,3b7db4ab1fe55726,7/24/2019,7/27/2019,,Sony PlayStation 5 Bundle,54ed,1400.6,website,direct,desktop,US,,
7a208e78,3b832813f1652184,12/24/2020,12/26/2020,,JBL Quantum 100 Gaming Headset,4c58,23.98,mobile app,direct,desktop,US,,
4a07e312,3b835ba022232945,9/21/2020,9/24/2020,8/9/2023,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
ef0084b3,3b83e7531a9100970,9/21/2020,9/23/2020,,27in 4K gaming monitor,e7e6,447.92,website,direct,desktop,JP,,
ef0084b3,3b83e7531a9100972,9/21/2020,9/23/2020,,27in 4K gaming monitor,e7e6,447.92,website,direct,desktop,JP,,
e69ccb01,3b8648aa8a497424,5/14/2020,5/15/2020,,JBL Quantum 100 Gaming Headset,8315,22.74,mobile app,email,mobile,US,,
a72cf082,3b86f3d9c0870833,6/17/2020,6/20/2020,,Nintendo Switch,8d0d,86.85,website,direct,desktop,MX,,
1fc03398,3b8877cd12215997,9/3/2020,9/6/2020,,27in 4K gaming monitor,891b,361.5,website,direct,desktop,US,,
1fc03398,3b8877cd12215998,9/3/2020,9/6/2020,,27in 4K gaming monitor,891b,361.5,website,direct,desktop,US,,
68659f56,3b89777875545052,6/9/2019,6/11/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
ba0ff6fb,3b8e9dcd4c378844,5/9/2020,5/12/2020,,27in 4K gaming monitor,e7e6,401.53,website,direct,desktop,DE,,
46e03e19,3b8f375c7d531761,6/19/2019,6/21/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,CO,,
99530ebc,3b91a21f0fb64852,5/14/2020,5/16/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
22298952,3b9361afe8c611,6/24/2019,6/26/2019,,Nintendo Switch,8d0d,174.19,website,direct,desktop,GB,,
7abfe0a3,3b964a5394352442,6/8/2020,6/10/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,FR,,
1451965d,3b98a59b69811317,12/26/2019,12/29/2019,,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,CL,,
ba85882a,3b9c1cb89e079035,3/28/2020,3/31/2020,,Sony PlayStation 5 Bundle,54ed,1405.65,website,direct,desktop,AU,,
85a45854,3ba0dd4db8456843,12/2/2019,12/5/2019,,Nintendo Switch,8d0d,126,website,direct,desktop,US,,
85a45854,3ba0dd4db8456844,12/2/2019,12/5/2019,,Nintendo Switch,8d0d,126,website,direct,desktop,US,,
2f32ca28,3ba239735f222157,9/4/2020,9/7/2020,,Nintendo Switch,8d0d,160.61,website,direct,desktop,FR,,
9b7d40cd,3ba6f0afbed65727,6/6/2020,6/9/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
71d0b6a4,3ba8999899648914,12/19/2020,12/22/2020,,27in 4K gaming monitor,e7e6,438.79,website,direct,desktop,AU,,
595699ae,3bab75c180b39066,10/7/2019,10/9/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,email,mobile,US,,
c28d9083,3bb134fa29f82352,10/2/2020,10/3/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,ZA,,
20d8dba3,3bb16b7b4b016396,6/19/2020,6/21/2020,,Sony PlayStation 5 Bundle,54ed,1750.02,website,email,mobile,US,,
140e4023,3bb9c4646f511204,9/2/2019,9/5/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,,
090aa0b5,3bba3d80fdb6738,11/19/2020,11/22/2020,,Nintendo Switch,8d0d,151.2,website,direct,desktop,US,,
7e88ba59,3bba8aa86af54057,6/2/2019,6/4/2019,,27in 4K gaming monitor,891b,416.33,website,direct,desktop,IE,,
9802d3a5,3bc2e6bda0264358,12/12/2020,12/14/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
b2b7b1ed,3bc527c1ea975752,2/17/2020,2/19/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
999a28db,3bc5939e0b764946,4/20/2020,4/22/2020,,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,ZA,,
03a3ce5e,3bc6cc8dae74634,12/12/2020,12/15/2020,,Nintendo Switch,e682,164.88,website,direct,desktop,DE,,
217b82bf,3bc711b67a416623,5/11/2020,5/13/2020,4/3/2022,Nintendo Switch,8d0d,149.03,website,direct,desktop,ES,,
0a708e24,3bc961684107274,7/13/2019,7/16/2019,,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
78720203,3bca00460292083,6/4/2020,6/7/2020,,JBL Quantum 100 Gaming Headset,ab0f,24.26,website,direct,desktop,GB,,
34b032ce,3bcb7567a5b24362,12/27/2020,12/30/2020,,27in 4K gaming monitor,891b,414.69,website,direct,desktop,DE,,
f878c9d2,3bd3ad5b3e4104987,10/22/2019,10/23/2019,,Nintendo Switch,8d0d,137.29,website,direct,desktop,CH,,
6e88ff1c,3bdec4c48d047692,7/6/2020,7/7/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
6760f5fe,3be01d2230344646,6/10/2020,6/12/2020,,JBL Quantum 100 Gaming Headset,ab0f,15.36,website,direct,desktop,AU,,
555eca81,3be225ada5637556,5/24/2019,5/25/2019,,27in 4K gaming monitor,7599,0,website,direct,desktop,CA,,
9097bc96,3be2506680e61320,10/29/2020,10/30/2020,,27in 4K gaming monitor,891b,276.34,website,direct,desktop,AT,,
e3f5cc69,3be2f28dae096297,7/8/2019,7/9/2019,,JBL Quantum 100 Gaming Headset,ab0f,22.29,website,direct,desktop,TW,,
b560b575,3be4127037076830,11/3/2019,11/5/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,AE,,
e715c218,3be4daca7cf97606,9/13/2019,9/15/2019,,Nintendo Switch,8d0d,151.56,website,direct,desktop,ES,,
c55e8eaa,3be5cc3f20983518,3/19/2019,3/22/2019,,Nintendo Switch,8d0d,181.61,website,direct,desktop,IL,,
f78da831,3bec648d278104590,11/1/2019,11/2/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,BR,,
5292b9fb,3bed924664e36419,11/29/2020,11/30/2020,,Sony PlayStation 5 Bundle,54ed,1800,website,direct,desktop,US,,
e3da8151,3bf1cc8dfcc96246,6/23/2019,6/26/2019,,JBL Quantum 100 Gaming Headset,ab0f,22.23,website,direct,desktop,SK,,
f5570723,3bf20e423e5103677,7/29/2020,7/30/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
db853399,3bf6d33f3e892764,6/28/2020,7/1/2020,,Nintendo Switch,8d0d,155.42,website,direct,desktop,FR,,
89d0804e,3bfcac43fba58534,11/18/2020,11/20/2020,,Nintendo Switch,8e5d,164.7,mobile app,email,desktop,HU,,
62335363,3bfec760add1640,5/8/2019,5/9/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
6ec1172f,3bffd24d05b47776,4/24/2020,4/25/2020,6/10/2022,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
760858ac,3c0b670c7d850601,8/11/2020,8/12/2020,9/4/2022,Lenovo IdeaPad Gaming 3,9ef0,1198,website,direct,desktop,US,,
38491720,3c0be1ffb8a1021,8/22/2020,8/25/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
c22bb7a3,3c13b864ee082174,4/1/2020,4/4/2020,,Sony PlayStation 5 Bundle,54ed,1342.63,website,direct,desktop,SG,,
5a7b6c3a,3c14f97870439561,11/3/2020,11/6/2020,,27in 4K gaming monitor,891b,439.2,website,direct,desktop,FR,,
0a83c82b,3c1aef116a07320,11/28/2020,12/1/2020,,JBL Quantum 100 Gaming Headset,ab0f,22.82,website,direct,desktop,JP,,
85f0f1ff,3c21f90c0b756985,3/16/2019,3/18/2019,5/13/2021,27in 4K gaming monitor,891b,480,website,direct,desktop,BR,,
e4a4cc8a,3c268f1ca4696565,5/8/2019,5/11/2019,,Nintendo Switch,8d0d,153.34,website,direct,desktop,FR,,
15dadfa8,3c27a47955311892,2/3/2020,2/6/2020,,JBL Quantum 100 Gaming Headset,ab0f,25.49,website,direct,desktop,GB,,
322fbf0e,3c2db49796823383,4/30/2019,5/3/2019,,Nintendo Switch,8d0d,153.34,website,direct,desktop,UG,,
9dc4e37c,3c320746aad66691,10/28/2019,10/29/2019,,Nintendo Switch,8d0d,63.52,website,direct,desktop,TR,,
d7efc0d7,3c355aa9fe691245,4/5/2019,4/8/2019,,Lenovo IdeaPad Gaming 3,04ac,1198,website,direct,desktop,SN,,
e0d3216b,3c3bf8786b295050,11/18/2020,11/20/2020,,27in 4K gaming monitor,891b,476.9,website,direct,desktop,BR,,
2c0f0093,3c40ae6399320845,5/15/2019,5/17/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
57ebc618,3c44f17c52238512,9/22/2019,9/23/2019,,JBL Quantum 100 Gaming Headset,ab0f,21.74,website,direct,desktop,IT,,
635f6def,3c4ffbace1243034,11/20/2020,11/22/2020,,Dell Gaming Mouse,640d,67.39,website,direct,desktop,ES,,
635f6def,3c4ffbace1243035,11/20/2020,11/22/2020,,Dell Gaming Mouse,640d,67.39,website,direct,desktop,ES,,
84dc0c41,3c5404596da56529,11/22/2020,11/25/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
84dc0c41,3c5404596da56530,11/22/2020,11/25/2020,5/28/2021,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
f7aff52e,3c560b5466c104645,9/23/2019,9/25/2019,8/30/2021,Nintendo Switch,8d0d,165.36,website,email,mobile,GB,,
913e42ce,3c565ec5cb261576,10/26/2020,10/27/2020,,Nintendo Switch,8d0d,142.8,website,affiliate,unknown,HK,,
e7cae5e5,3c5d02aa78297909,11/19/2020,11/20/2020,8/30/2022,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
2446054,3c6681ff82e94,9/16/2019,9/18/2019,,JBL Quantum 100 Gaming Headset,ab0f,24.88,website,direct,desktop,GB,,
f1782f89,3c6960567db102053,11/29/2020,12/1/2020,6/11/2021,Nintendo Switch,8d0d,158.9,website,direct,desktop,CY,,
4d209f59,3c6a4007e5734268,9/20/2020,9/23/2020,4/16/2024,27in 4K gaming monitor,891b,439.93,website,direct,desktop,ES,,
2f06f1f3,3c6ddaf98f822077,7/31/2020,8/3/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
c2c1866a,3c6eb4a798682465,6/7/2020,6/10/2020,,27in 4K gaming monitor,e7e6,480,website,social media,tablet,US,,
243d8f4e,3c7004aed6217647,11/9/2020,11/10/2020,,Sony PlayStation 5 Bundle,54ed,1632,website,direct,desktop,US,,
ff468cab,3c710a07f1e107796,8/2/2020,8/5/2020,,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
8bf9ad3c,3c749c22ef459458,5/28/2020,5/29/2020,,JBL Quantum 100 Gaming Headset,8315,23.12,mobile app,email,mobile,MV,,
4b7f1688,3c762f761de33559,10/7/2019,10/10/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
6d68c7fa,3c7be14732047222,7/31/2020,8/3/2020,,27in 4K gaming monitor,891b,354.8,website,direct,desktop,TH,,
584518b2,3c7e23a96b038640,6/23/2020,6/24/2020,,Nintendo Switch,8d0d,148.05,website,email,mobile,IE,,
cc56a7f5,3c80194cabb86319,11/28/2020,11/30/2020,3/14/2023,Nintendo Switch,8d0d,175.74,website,direct,desktop,GB,,
6d7b5b11,3c84cf359f247258,6/20/2020,6/21/2020,,Nintendo Switch,8d0d,148.05,website,direct,desktop,BE,,
c99d2d48,3c913f86ef985242,4/14/2020,4/16/2020,,27in 4K gaming monitor,891b,384,website,direct,desktop,US,,
0af8469f,3c93c4b233b7514,10/28/2019,10/29/2019,,27in 4K gaming monitor,e7e6,426.33,website,direct,desktop,SE,,
a8628388,3c98ce70bda71351,3/11/2019,3/13/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
66a34fb2,3c9e1834ea144348,12/2/2019,12/4/2019,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
a418b5d1,3ca0402432969430,7/4/2019,7/7/2019,,JBL Quantum 100 Gaming Headset,ab0f,24.55,website,direct,desktop,AU,,
5e939d20,3ca15fbcb3241208,8/2/2019,8/4/2019,,JBL Quantum 100 Gaming Headset,ab0f,16.03,website,direct,desktop,AU,,
8b3fe4ca,3ca3845ea5d59161,11/19/2020,11/22/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
3c539b18,3ca54f1e14b27424,4/24/2020,4/26/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,CZ,,
5120f9d1,3ca58faf58235908,12/19/2020,12/21/2020,,JBL Quantum 100 Gaming Headset,8315,23.56,mobile app,email,desktop,IL,,
c837d895,3ca77df931f84669,11/9/2020,11/10/2020,,Nintendo Switch,8e5d,162.24,mobile app,email,desktop,US,,
d7ed1495,3cab0b88e4d91236,9/1/2020,9/3/2020,,27in 4K gaming monitor,891b,485.13,website,direct,desktop,GB,,
aae2c89a,3cb09de33a872465,2/3/2020,2/5/2020,12/18/2021,27in 4K gaming monitor,e7e6,393.05,website,direct,desktop,PL,,
9d442608,3cba7f91df866487,11/19/2020,11/20/2020,1/16/2023,Dell Gaming Mouse,8d4f,49.98,mobile app,direct,desktop,US,,
9d442608,3cba7f91df866488,11/19/2020,11/20/2020,1/16/2023,Dell Gaming Mouse,8d4f,49.98,mobile app,direct,desktop,US,,
7315c16f,3cbc5b6a99649415,5/30/2020,5/31/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
d0a30bc8,3cc1b3d00b188114,6/11/2020,6/12/2020,,Nintendo Switch,8d0d,168.99,website,direct,desktop,GB,,
0889158b,3cc231e03af6520,8/6/2020,8/9/2020,,JBL Quantum 100 Gaming Headset,8315,23.32,mobile app,email,mobile,US,,
0889158b,3cc231e03af6521,8/6/2020,8/9/2020,,JBL Quantum 100 Gaming Headset,8315,23.32,mobile app,email,mobile,US,,
b7d0fe85,3ccac36db6877865,4/28/2020,5/1/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
3dafe057,3cd092ae9aa27971,7/13/2019,7/16/2019,,Nintendo Switch,8d0d,153.39,website,direct,desktop,HR,,
ef46aaff,3cd695956c9101094,4/10/2019,4/13/2019,5/31/2021,Acer Nitro V Gaming Laptop,22ea,730.46,website,direct,desktop,CA,,
9088c211,3ce34d1313261295,12/1/2020,12/3/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
4a4e10ab,3ce749dd56633047,5/29/2020,5/30/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,CO,,
fc28ac12,3cede203ec0106509,5/1/2020,5/4/2020,,Nintendo Switch,8d0d,120.98,website,direct,desktop,GB,,
3222d97f,3cf4d561fba23357,5/5/2020,5/7/2020,,Nintendo Switch,8d0d,142.29,website,direct,desktop,GB,,
a02307aa,3cfaa1d28ea67710,12/7/2019,12/9/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
8e02cc5a,3cfcb6498fb60297,10/17/2019,10/19/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
e978d1c9,3d004c97de898609,1/19/2020,1/22/2020,,27in 4K gaming monitor,e7e6,480,website,direct,desktop,US,,
fe7106ff,3d06438950b107476,8/7/2019,8/8/2019,,Nintendo Switch,b5f7,167.98,mobile app,direct,desktop,US,,
6b8ce62a,3d15757f14e46403,6/1/2020,6/4/2020,,Nintendo Switch,8d0d,84,website,direct,desktop,US,,
498aeaaa,3d163bb30ee32745,5/1/2020,5/4/2020,,Sony PlayStation 5 Bundle,54ed,1343.78,website,direct,desktop,IL,,
8a923487,3d169fe987058841,10/17/2020,10/18/2020,,Nintendo Switch,e682,158.9,website,direct,desktop,GR,,
c1e76e2a,3d1858090df82061,10/15/2020,10/18/2020,,27in 4K gaming monitor,891b,361.58,website,direct,desktop,US,,
1a0e5a48,3d1c5d638c013590,11/8/2020,11/9/2020,,JBL Quantum 100 Gaming Headset,8315,23.32,mobile app,email,desktop,CA,,
c4000417,3d1f003c88283008,9/1/2020,9/2/2020,,Nintendo Switch,8e5d,164.58,mobile app,email,desktop,US,,
a2ff7570,3d1f831ff5468964,7/21/2020,7/22/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
a0d2a84e,3d2396cbd8a68035,12/7/2019,12/8/2019,,Lenovo IdeaPad Gaming 3,04ac,1030.46,website,direct,desktop,US,,
a0d2a84e,3d2396cbd8a68036,12/7/2019,12/8/2019,,Lenovo IdeaPad Gaming 3,04ac,1030.46,website,direct,desktop,US,,
ec0b7942,3d250df0b3a99724,10/25/2019,10/28/2019,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
2b5a339f,3d292e99abb20548,7/19/2020,7/20/2020,,Nintendo Switch,8d0d,155.42,website,direct,desktop,ES,,
878ffec6,3d2951ffd0057616,4/25/2020,4/28/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
a85dbdd2,3d2c2be75f471338,9/9/2020,9/12/2020,,27in 4K gaming monitor,891b,398.22,website,affiliate,unknown,AU,,
089aa678,3d2c4a4e1a96537,2/16/2020,2/18/2020,,Lenovo IdeaPad Gaming 3,04ac,1198,website,direct,desktop,US,,
90b4747b,3d2ea9fe6a561365,8/28/2020,8/29/2020,,Nintendo Switch,8d0d,187.2,website,direct,desktop,DK,,
41175135,3d35086d1071077,10/18/2020,10/21/2020,,JBL Quantum 100 Gaming Headset,8315,23.24,mobile app,email,desktop,US,,
5a4e3585,3d354d62c4739469,5/18/2020,5/21/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
cd699ac9,3d36deee33186772,7/17/2019,7/18/2019,,JBL Quantum 100 Gaming Headset,ab0f,16.46,website,direct,desktop,AU,,
acff8e4c,3d44290a04873301,11/26/2020,11/27/2020,,JBL Quantum 100 Gaming Headset,ab0f,25.97,website,direct,desktop,GB,,
29d89eeb,3d48df57b6119930,3/18/2019,3/21/2019,,Nintendo Switch,8d0d,150.44,website,direct,desktop,CA,,
a74697bd,3d4bf49e86b70868,3/26/2020,3/27/2020,,Lenovo IdeaPad Gaming 3,04ac,1162.06,website,direct,desktop,GB,,
3e7e0515,3d51bb9941528327,11/28/2020,11/30/2020,,Lenovo IdeaPad Gaming 3,04ac,1141.42,website,direct,desktop,ES,,
46bccd19,3d5606b42c331681,7/17/2019,7/20/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,direct,desktop,US,,
33284c4f,3d5e7e3127f23784,7/29/2020,7/31/2020,,Nintendo Switch,e682,168,website,direct,desktop,US,,
4baa7849,3d5e9d365e833633,11/16/2020,11/18/2020,,Dell Gaming Mouse,8d4f,58.07,mobile app,email,desktop,FR,,
7f36fe1b,3d5fa20d03354338,2/6/2020,2/8/2020,,Nintendo Switch,8d0d,127.76,website,direct,desktop,SG,,
5efdbb59,3d62862d40741384,5/8/2020,5/11/2020,,27in 4K gaming monitor,891b,149.77,website,email,mobile,TR,,
3d9d8681,3d6503d613427948,6/30/2020,7/3/2020,,27in 4K gaming monitor,891b,437.68,website,direct,desktop,CH,,
df864bb2,3d7018c318494493,11/27/2020,11/28/2020,,27in 4K gaming monitor,891b,490.89,website,direct,desktop,GB,,
c866bbd2,3d75f99391384728,12/26/2019,12/29/2019,,JBL Quantum 100 Gaming Headset,ab0f,21.8,website,direct,desktop,NL,,
c89b6c8a,3d76e2f650384833,8/8/2020,8/9/2020,9/29/2022,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
faf74f28,3d775671a60106041,5/17/2020,5/20/2020,,27in 4K gaming monitor,891b,480,website,direct,desktop,US,,
f9b7d998,3d77c804b42105495,6/8/2020,6/10/2020,,Nintendo Switch,8d0d,141.42,website,direct,desktop,CA,,
2f1b81a0,3d7e97a2ed322116,3/2/2020,3/3/2020,,JBL Quantum 100 Gaming Headset,ab0f,24,website,affiliate,unknown,US,,
343fa97f,3d81412492d24192,6/26/2020,6/28/2020,,Nintendo Switch,8d0d,187.13,website,direct,desktop,DK,,
063403b3,3d82a4b50345636,4/3/2019,4/5/2019,,Sony PlayStation 5 Bundle,54ed,1372.48,website,direct,desktop,CH,,
c3d610f3,3d86364324c82937,12/20/2020,12/22/2020,6/3/2022,27in 4K gaming monitor,891b,408,website,direct,desktop,US,,
c3d610f3,3d86364324c82939,12/20/2020,12/22/2020,,27in 4K gaming monitor,891b,408,website,direct,desktop,US,,
64042dd0,3d8725dc5e843305,3/25/2020,3/26/2020,4/2/2022,Nintendo Switch,8d0d,141.95,website,direct,desktop,CA,,
fa369a79,3d89da82bc0105727,8/18/2019,8/19/2019,,JBL Quantum 100 Gaming Headset,ab0f,24,website,social media,tablet,US,,
1035eb18,3d8f0a14c3f9676,6/17/2020,6/19/2020,,27in 4K gaming monitor,891b,470.18,website,direct,desktop,GB,,
f2a0cc28,3d923b6e64a102542,11/20/2020,11/22/2020,,Sony PlayStation 5 Bundle,54ed,1440,website,direct,desktop,US,,
cca90b3b,3d93783f8ab86447,2/27/2020,2/29/2020,,Nintendo Switch,8d0d,71.66,website,direct,desktop,KR,,
0a601623,3d973632b8b7257,3/3/2020,3/4/2020,,Nintendo Switch,8d0d,168,website,affiliate,unknown,US,,
adbc437a,3d97792ff3373625,7/21/2020,7/24/2020,,Nintendo Switch,e682,168,website,direct,desktop,ZA,,
1921d919,3d97a7c9fd513198,9/5/2020,9/8/2020,,Nintendo Switch,8d0d,168,website,email,desktop,US,,
1921d919,3d97a7c9fd513199,9/5/2020,9/8/2020,,Nintendo Switch,8d0d,168,website,email,desktop,US,,
b428f4fd,3d9dde289b576364,1/27/2020,1/30/2020,,JBL Quantum 100 Gaming Headset,ab0f,21.55,website,direct,desktop,DE,,
977afb10,3d9e1d9fd7f64152,9/7/2020,9/9/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
0949a45b,3d9ed21fb7f6833,9/13/2020,9/15/2020,8/23/2024,27in 4K gaming monitor,891b,445.28,website,direct,desktop,JP,,
9c037e67,3d9fb5b3edc65983,7/4/2019,7/7/2019,,27in 4K gaming monitor,891b,276.4,website,direct,desktop,GB,,
cdb27d9a,3da1241fab986900,2/12/2020,2/14/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
3780548c,3da32b24b2a25470,10/12/2020,10/14/2020,,JBL Quantum 100 Gaming Headset,ab0f,25.97,website,direct,desktop,GB,,
d6264f89,3da6b0d2df190447,4/13/2020,4/14/2020,,Nintendo Switch,8d0d,153.08,website,direct,desktop,JP,,
d7fd95d5,3da85b3ee9b91267,6/18/2019,6/21/2019,,27in 4K gaming monitor,891b,257.61,website,direct,desktop,AU,,
1e7dfa16,3db12d3d48a15487,6/7/2019,6/10/2019,,Nintendo Switch,8e5d,169.48,mobile app,direct,desktop,US,,
6a85ffee,3db3fbf701b45962,2/22/2020,2/23/2020,2/2/2022,Nintendo Switch,e682,168,website,social media,tablet,US,,
5bf99c58,3db7eda41a240175,10/29/2020,10/31/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
e2a9dadc,3db9eb0499795754,5/3/2020,5/6/2020,,Nintendo Switch,e682,168,website,social media,tablet,US,,
119dfed4,3dba740133010193,10/15/2020,10/18/2020,8/22/2021,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
5f8cc1f7,3dbba67b16b41597,2/19/2020,2/21/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
a68da178,3dbfe12c8d170585,2/18/2020,2/21/2020,,JBL Quantum 100 Gaming Headset,ab0f,17.62,website,email,mobile,PL,,
8bdba9d7,3dc2d92e0e559419,5/8/2020,5/9/2020,,Nintendo Switch,8d0d,168,website,direct,desktop,US,,
